Starting Simulation...
num_nodes is set 160
channel.cc:sendUp - Calc highestAntennaZ_ and distCST_
highestAntennaZ_ = 1.5,  distCST_ = 250.0
1) 119 receive (0) a RREP MaxSQ=1002, REC=501 ; MOY=1002 accepted 
7) 6 receive (44) a RREP MaxSQ=572138, REC=25 ; MOY=81734 accepted 
1) 76 receive (50) a RREP MaxSQ=50, REC=25 ; MOY=50 accepted 
1) 148 receive (0) a RREP MaxSQ=178002, REC=89001 ; MOY=178002 accepted 
2) 76 receive (50) a RREP MaxSQ=100, REC=25 ; MOY=50 accepted 
3) 92 receive (46) a RREP MaxSQ=155, REC=25 ; MOY=51 accepted 
3) 76 receive (50) a RREP MaxSQ=150, REC=25 ; MOY=50 accepted 
4) 92 receive (50) a RREP MaxSQ=205, REC=25 ; MOY=51 accepted 
4) 76 receive (50) a RREP MaxSQ=200, REC=25 ; MOY=50 accepted 
5) 92 receive (50) a RREP MaxSQ=255, REC=25 ; MOY=51 accepted 
1) 76 receive (50) a RREP MaxSQ=50, REC=25 ; MOY=50 accepted 
2) 148 receive (178002) a RREP MaxSQ=357004, REC=89501 ; MOY=178502 accepted 
7) 80 receive (36) a RREP MaxSQ=228, REC=25 ; MOY=32 accepted 
8) 80 receive (50) a RREP MaxSQ=278, REC=25 ; MOY=34 accepted 
3) 62 receive (0) a RREP MaxSQ=193, REC=26 ; MOY=64 accepted 
9) 80 receive (50) a RREP MaxSQ=328, REC=25 ; MOY=36 accepted 
2) 76 receive (50) a RREP MaxSQ=100, REC=25 ; MOY=50 accepted 
1) 116 receive (38) a RREP MaxSQ=50, REC=25 ; MOY=50 accepted 
3) 76 receive (50) a RREP MaxSQ=150, REC=25 ; MOY=50 accepted 
4) 76 receive (50) a RREP MaxSQ=200, REC=25 ; MOY=50 accepted 
10) 80 receive (50) a RREP MaxSQ=378, REC=25 ; MOY=37 accepted 
5) 76 receive (50) a RREP MaxSQ=250, REC=25 ; MOY=50 accepted 
1) 76 receive (50) a RREP MaxSQ=50, REC=25 ; MOY=50 accepted 
2) 76 receive (50) a RREP MaxSQ=100, REC=25 ; MOY=50 accepted 
3) 76 receive (50) a RREP MaxSQ=150, REC=25 ; MOY=50 accepted 
4) 76 receive (50) a RREP MaxSQ=200, REC=25 ; MOY=50 accepted 
5) 76 receive (50) a RREP MaxSQ=250, REC=25 ; MOY=50 accepted 
3) 130 receive (0) a RREP MaxSQ=149, REC=25 ; MOY=49 accepted 
2) 138 receive (30) a RREP MaxSQ=97, REC=25 ; MOY=48 accepted 
6) 76 receive (50) a RREP MaxSQ=300, REC=25 ; MOY=50 accepted 
4) 132 receive (18) a RREP MaxSQ=243, REC=25 ; MOY=60 accepted 
3) 138 receive (50) a RREP MaxSQ=150, REC=26 ; MOY=50 accepted 
5) 132 receive (50) a RREP MaxSQ=293, REC=25 ; MOY=58 accepted 
7) 76 receive (50) a RREP MaxSQ=350, REC=25 ; MOY=50 accepted 
11) 121 receive (34) a RREP MaxSQ=423, REC=27 ; MOY=38 accepted 
6) 132 receive (50) a RREP MaxSQ=343, REC=25 ; MOY=57 accepted 
4) 138 receive (53) a RREP MaxSQ=204, REC=27 ; MOY=51 accepted 
8) 76 receive (50) a RREP MaxSQ=400, REC=25 ; MOY=50 accepted 
9) 76 receive (50) a RREP MaxSQ=453, REC=26 ; MOY=50 accepted 
10) 76 receive (53) a RREP MaxSQ=507, REC=27 ; MOY=50 accepted 
4) 107 receive (0) a RREP MaxSQ=508074, REC=90001 ; MOY=127018 accepted 
7) 132 receive (0) a RREP MaxSQ=180345, REC=90001 ; MOY=25763 refused 
3) 148 receive (0) a RREP MaxSQ=538006, REC=90501 ; MOY=179335 accepted 
3) 50 receive (93) a RREP MaxSQ=278, REC=47 ; MOY=92 accepted 
4) 74 receive (88) a RREP MaxSQ=282, REC=47 ; MOY=70 accepted 
10) 54 receive (91) a RREP MaxSQ=663, REC=47 ; MOY=66 accepted 
3) 33 receive (92) a RREP MaxSQ=218, REC=47 ; MOY=72 accepted 
1) 4 receive (94) a RREP MaxSQ=95, REC=47 ; MOY=95 accepted 
3) 1 receive (92) a RREP MaxSQ=239, REC=48 ; MOY=79 accepted 
4) 130 receive (76) a RREP MaxSQ=246, REC=48 ; MOY=61 accepted 
5) 107 receive (168003) a RREP MaxSQ=691076, REC=91501 ; MOY=138215 accepted 
1) 132 receive (85) a RREP MaxSQ=97, REC=48 ; MOY=97 accepted 
4) 50 receive (95) a RREP MaxSQ=376, REC=49 ; MOY=94 accepted 
9) 81 receive (93) a RREP MaxSQ=619, REC=48 ; MOY=68 accepted 
1) 4 receive (96) a RREP MaxSQ=97, REC=48 ; MOY=97 accepted 
5) 151 receive (50) a RREP MaxSQ=246, REC=27 ; MOY=49 accepted 
6) 151 receive (90) a RREP MaxSQ=344, REC=49 ; MOY=57 accepted 
2) 132 receive (97) a RREP MaxSQ=195, REC=49 ; MOY=97 accepted 
10) 81 receive (97) a RREP MaxSQ=717, REC=49 ; MOY=71 accepted 
2) 4 receive (97) a RREP MaxSQ=195, REC=49 ; MOY=97 accepted 
7) 151 receive (98) a RREP MaxSQ=419, REC=37 ; MOY=59 accepted 
5) 120 receive (0) a RREP MaxSQ=184187, REC=92001 ; MOY=36837 refused 
11) 80 receive (50) a RREP MaxSQ=432, REC=27 ; MOY=39 accepted 
12) 80 receive (0) a RREP MaxSQ=529, REC=48 ; MOY=44 refused 
3) 155 receive (31) a RREP MaxSQ=177, REC=27 ; MOY=59 accepted 
1) 120 receive (0) a RREP MaxSQ=185002, REC=92501 ; MOY=185002 accepted 
1) 1 receive (169003) a RREP MaxSQ=185002, REC=92501 ; MOY=185002 accepted 
2) 1 receive (51) a RREP MaxSQ=185056, REC=27 ; MOY=92528 accepted 
7) 17 receive (52) a RREP MaxSQ=300242, REC=26 ; MOY=42891 accepted 
1) 147 receive (0) a RREP MaxSQ=53, REC=26 ; MOY=53 accepted 
1) 2 receive (52) a RREP MaxSQ=53, REC=26 ; MOY=53 accepted 
2) 41 receive (0) a RREP MaxSQ=186071, REC=93001 ; MOY=93035 accepted 
1) 80 receive (44) a RREP MaxSQ=53, REC=26 ; MOY=53 accepted 
5) 154 receive (53) a RREP MaxSQ=419, REC=27 ; MOY=83 accepted 
11) 81 receive (44) a RREP MaxSQ=770, REC=26 ; MOY=70 accepted 
7) 83 receive (0) a RREP MaxSQ=379, REC=26 ; MOY=54 accepted 
8) 17 receive (151003) a RREP MaxSQ=486244, REC=93001 ; MOY=60780 refused 
8) 83 receive (53) a RREP MaxSQ=432, REC=26 ; MOY=54 accepted 
2) 80 receive (53) a RREP MaxSQ=107, REC=27 ; MOY=53 accepted 
9) 83 receive (53) a RREP MaxSQ=486, REC=27 ; MOY=54 accepted 
3) 60 receive (28) a RREP MaxSQ=149089, REC=27 ; MOY=49696 accepted 
1) 17 receive (53) a RREP MaxSQ=54, REC=27 ; MOY=54 accepted 
2) 147 receive (53) a RREP MaxSQ=107, REC=27 ; MOY=53 accepted 
2) 2 receive (53) a RREP MaxSQ=107, REC=27 ; MOY=53 accepted 
4) 126 receive (0) a RREP MaxSQ=187153, REC=93501 ; MOY=46788 refused 
3) 41 receive (186002) a RREP MaxSQ=374073, REC=94001 ; MOY=124691 accepted 
7) 136 receive (38) a RREP MaxSQ=416, REC=28 ; MOY=59 accepted 
7) 157 receive (53) a RREP MaxSQ=314260, REC=28 ; MOY=44894 accepted 
1) 2 receive (151003) a RREP MaxSQ=188002, REC=94001 ; MOY=188002 accepted 
2) 111 receive (0) a RREP MaxSQ=133, REC=28 ; MOY=66 accepted 
4) 41 receive (0) a RREP MaxSQ=374130, REC=28 ; MOY=93532 accepted 
2) 2 receive (55) a RREP MaxSQ=188059, REC=28 ; MOY=94029 accepted 
1) 23 receive (75003) a RREP MaxSQ=189002, REC=94501 ; MOY=189002 accepted 
3) 1 receive (97) a RREP MaxSQ=185155, REC=49 ; MOY=61718 accepted 
1) 151 receive (98) a RREP MaxSQ=98, REC=49 ; MOY=98 accepted 
6) 154 receive (93) a RREP MaxSQ=518, REC=49 ; MOY=86 accepted 
2) 151 receive (98) a RREP MaxSQ=197, REC=49 ; MOY=98 accepted 
3) 151 receive (99) a RREP MaxSQ=295, REC=49 ; MOY=98 accepted 
7) 154 receive (99) a RREP MaxSQ=616, REC=49 ; MOY=88 accepted 
5) 41 receive (188002) a RREP MaxSQ=564132, REC=95001 ; MOY=112826 accepted 
8) 136 receive (57) a RREP MaxSQ=475, REC=29 ; MOY=59 accepted 
3) 147 receive (0) a RREP MaxSQ=190109, REC=95001 ; MOY=63369 refused 
8) 157 receive (57) a RREP MaxSQ=314319, REC=29 ; MOY=39289 accepted 
3) 111 receive (57) a RREP MaxSQ=192, REC=29 ; MOY=64 accepted 
6) 41 receive (57) a RREP MaxSQ=564191, REC=29 ; MOY=94031 accepted 
1) 147 receive (55) a RREP MaxSQ=59, REC=29 ; MOY=59 accepted 
1) 2 receive (58) a RREP MaxSQ=59, REC=29 ; MOY=59 accepted 
4) 62 receive (53) a RREP MaxSQ=250, REC=28 ; MOY=62 accepted 
2) 120 receive (185002) a RREP MaxSQ=376004, REC=95501 ; MOY=188002 accepted 
1) 1 receive (185002) a RREP MaxSQ=191002, REC=95501 ; MOY=191002 accepted 
5) 146 receive (173003) a RREP MaxSQ=878010, REC=96001 ; MOY=175602 accepted 
5) 130 receive (97) a RREP MaxSQ=345, REC=49 ; MOY=69 accepted 
1) 1 receive (99) a RREP MaxSQ=99, REC=49 ; MOY=99 accepted 
2) 1 receive (99) a RREP MaxSQ=198, REC=49 ; MOY=99 accepted 
3) 1 receive (0) a RREP MaxSQ=192200, REC=96001 ; MOY=64066 refused 
5) 50 receive (98) a RREP MaxSQ=476, REC=50 ; MOY=95 accepted 
1) 1 receive (99) a RREP MaxSQ=100, REC=50 ; MOY=100 accepted 
7) 41 receive (190002) a RREP MaxSQ=757193, REC=96501 ; MOY=108170 accepted 
2) 147 receive (0) a RREP MaxSQ=193061, REC=96501 ; MOY=96530 accepted 
7) 86 receive (0) a RREP MaxSQ=193256, REC=96501 ; MOY=27608 refused 
5) 153 receive (53) a RREP MaxSQ=342, REC=30 ; MOY=68 accepted 
2) 7 receive (0) a RREP MaxSQ=137, REC=30 ; MOY=68 accepted 
2) 143 receive (53) a RREP MaxSQ=113, REC=30 ; MOY=56 accepted 
8) 41 receive (60) a RREP MaxSQ=757254, REC=30 ; MOY=94656 accepted 
3) 147 receive (60) a RREP MaxSQ=193122, REC=30 ; MOY=64374 accepted 
1) 86 receive (52) a RREP MaxSQ=61, REC=30 ; MOY=61 accepted 
1) 2 receive (60) a RREP MaxSQ=61, REC=30 ; MOY=61 accepted 
3) 120 receive (191002) a RREP MaxSQ=570006, REC=97001 ; MOY=190002 accepted 
1) 1 receive (191002) a RREP MaxSQ=194002, REC=97001 ; MOY=194002 accepted 
10) 34 receive (21) a RREP MaxSQ=791, REC=28 ; MOY=79 accepted 
1) 154 receive (99) a RREP MaxSQ=100, REC=50 ; MOY=100 accepted 
2) 154 receive (100) a RREP MaxSQ=199, REC=49 ; MOY=99 accepted 
1) 117 receive (0) a RREP MaxSQ=195002, REC=97501 ; MOY=195002 accepted 
3) 154 receive (100) a RREP MaxSQ=298, REC=49 ; MOY=99 accepted 
1) 66 receive (100003) a RREP MaxSQ=195002, REC=97501 ; MOY=195002 accepted 
4) 127 receive (78) a RREP MaxSQ=328, REC=50 ; MOY=82 accepted 
4) 154 receive (100) a RREP MaxSQ=398, REC=50 ; MOY=99 accepted 
5) 127 receive (0) a RREP MaxSQ=384, REC=28 ; MOY=76 accepted 
6) 153 receive (61) a RREP MaxSQ=398, REC=28 ; MOY=66 accepted 
4) 120 receive (194002) a RREP MaxSQ=766008, REC=98001 ; MOY=191502 accepted 
1) 1 receive (194002) a RREP MaxSQ=196002, REC=98001 ; MOY=196002 accepted 
9) 87 receive (30) a RREP MaxSQ=81346, REC=29 ; MOY=9038 accepted 
12) 139 receive (0) a RREP MaxSQ=280, REC=29 ; MOY=23 refused 
5) 40 receive (51) a RREP MaxSQ=218, REC=28 ; MOY=43 accepted 
10) 83 receive (46) a RREP MaxSQ=543, REC=28 ; MOY=54 accepted 
5) 97 receive (0) a RREP MaxSQ=246, REC=28 ; MOY=49 accepted 
6) 92 receive (51) a RREP MaxSQ=312, REC=28 ; MOY=52 accepted 
5) 120 receive (30) a RREP MaxSQ=766065, REC=28 ; MOY=153213 accepted 
2) 1 receive (55) a RREP MaxSQ=196059, REC=28 ; MOY=98029 accepted 
7) 92 receive (0) a RREP MaxSQ=411, REC=49 ; MOY=58 accepted 
1) 4 receive (99) a RREP MaxSQ=99, REC=49 ; MOY=99 accepted 
9) 157 receive (75) a RREP MaxSQ=314420, REC=50 ; MOY=34935 accepted 
3) 132 receive (98) a RREP MaxSQ=295, REC=50 ; MOY=98 accepted 
3) 30 receive (38) a RREP MaxSQ=173, REC=50 ; MOY=57 accepted 
8) 92 receive (99) a RREP MaxSQ=511, REC=50 ; MOY=63 accepted 
2) 4 receive (99) a RREP MaxSQ=199, REC=50 ; MOY=99 accepted 
3) 143 receive (0) a RREP MaxSQ=214, REC=50 ; MOY=71 accepted 
4) 148 receive (62) a RREP MaxSQ=538107, REC=50 ; MOY=134526 accepted 
8) 35 receive (26) a RREP MaxSQ=223, REC=50 ; MOY=27 refused 
4) 151 receive (0) a RREP MaxSQ=322, REC=13 ; MOY=80 accepted 
4) 155 receive (94) a RREP MaxSQ=277, REC=50 ; MOY=69 accepted 
5) 155 receive (55) a RREP MaxSQ=331, REC=27 ; MOY=66 accepted 
6) 120 receive (77) a RREP MaxSQ=766165, REC=50 ; MOY=127694 accepted 
4) 143 receive (101) a RREP MaxSQ=314, REC=50 ; MOY=78 accepted 
10) 157 receive (101) a RREP MaxSQ=314520, REC=50 ; MOY=31452 accepted 
22) 39 receive (0) a RREP MaxSQ=678, REC=24 ; MOY=30 accepted 
5) 148 receive (0) a RREP MaxSQ=736109, REC=99001 ; MOY=147221 accepted 
1) 3 receive (26003) a RREP MaxSQ=198002, REC=99001 ; MOY=198002 accepted 
2) 3 receive (48) a RREP MaxSQ=198051, REC=24 ; MOY=99025 accepted 
9) 136 receive (80) a RREP MaxSQ=576, REC=50 ; MOY=64 accepted 
6) 155 receive (100) a RREP MaxSQ=432, REC=50 ; MOY=72 accepted 
5) 74 receive (96) a RREP MaxSQ=383, REC=50 ; MOY=76 accepted 
7) 155 receive (101) a RREP MaxSQ=533, REC=50 ; MOY=76 accepted 
6) 74 receive (101) a RREP MaxSQ=484, REC=50 ; MOY=80 accepted 
1) 4 receive (101) a RREP MaxSQ=101, REC=50 ; MOY=101 accepted 
7) 74 receive (51) a RREP MaxSQ=541, REC=28 ; MOY=77 accepted 
4) 49 receive (58) a RREP MaxSQ=246, REC=50 ; MOY=61 accepted 
10) 136 receive (36) a RREP MaxSQ=633, REC=28 ; MOY=63 accepted 
5) 49 receive (101) a RREP MaxSQ=347, REC=50 ; MOY=69 accepted 
6) 49 receive (101) a RREP MaxSQ=384, REC=18 ; MOY=64 accepted 
3) 1 receive (57) a RREP MaxSQ=196116, REC=28 ; MOY=65372 accepted 
6) 127 receive (56) a RREP MaxSQ=447, REC=31 ; MOY=74 accepted 
11) 54 receive (51) a RREP MaxSQ=720, REC=28 ; MOY=65 accepted 
2) 117 receive (0) a RREP MaxSQ=396004, REC=100501 ; MOY=198002 accepted 
1) 62 receive (57) a RREP MaxSQ=59, REC=29 ; MOY=59 accepted 
8) 155 receive (55) a RREP MaxSQ=590, REC=28 ; MOY=73 accepted 
12) 54 receive (57) a RREP MaxSQ=777, REC=28 ; MOY=64 accepted 
3) 117 receive (0) a RREP MaxSQ=396055, REC=25 ; MOY=132018 accepted 
6) 50 receive (23) a RREP MaxSQ=533, REC=28 ; MOY=88 accepted 
5) 105 receive (0) a RREP MaxSQ=156, REC=30 ; MOY=31 accepted 
5) 138 receive (54) a RREP MaxSQ=261, REC=28 ; MOY=52 accepted 
9) 155 receive (57) a RREP MaxSQ=647, REC=28 ; MOY=71 accepted 
2) 62 receive (59) a RREP MaxSQ=119, REC=30 ; MOY=59 accepted 
4) 117 receive (0) a RREP MaxSQ=396112, REC=28 ; MOY=99028 accepted 
3) 62 receive (60) a RREP MaxSQ=176, REC=28 ; MOY=58 accepted 
4) 62 receive (60) a RREP MaxSQ=233, REC=28 ; MOY=58 accepted 
5) 62 receive (60) a RREP MaxSQ=290, REC=28 ; MOY=58 accepted 
23) 39 receive (49) a RREP MaxSQ=729, REC=25 ; MOY=31 accepted 
7) 88 receive (30) a RREP MaxSQ=181, REC=25 ; MOY=25 accepted 
1) 3 receive (50) a RREP MaxSQ=51, REC=25 ; MOY=51 accepted 
1) 105 receive (60) a RREP MaxSQ=60, REC=30 ; MOY=60 accepted 
8) 52 receive (48) a RREP MaxSQ=5196, REC=30 ; MOY=649 accepted 
2) 105 receive (60) a RREP MaxSQ=121, REC=30 ; MOY=60 accepted 
4) 1 receive (40) a RREP MaxSQ=196180, REC=32 ; MOY=49045 accepted 
1) 128 receive (0) a RREP MaxSQ=205002, REC=102501 ; MOY=205002 accepted 
7) 120 receive (53) a RREP MaxSQ=766229, REC=32 ; MOY=109461 accepted 
5) 143 receive (62) a RREP MaxSQ=378, REC=32 ; MOY=75 accepted 
2) 128 receive (0) a RREP MaxSQ=205066, REC=32 ; MOY=102533 accepted 
1) 2 receive (62) a RREP MaxSQ=64, REC=32 ; MOY=64 accepted 
4) 111 receive (0) a RREP MaxSQ=206194, REC=103001 ; MOY=51548 refused 
5) 1 receive (64) a RREP MaxSQ=196246, REC=33 ; MOY=39249 accepted 
6) 146 receive (52) a RREP MaxSQ=878076, REC=33 ; MOY=146346 accepted 
7) 146 receive (66) a RREP MaxSQ=878139, REC=31 ; MOY=125448 accepted 
1) 111 receive (0) a RREP MaxSQ=207002, REC=103501 ; MOY=207002 accepted 
8) 146 receive (66) a RREP MaxSQ=878205, REC=33 ; MOY=109775 accepted 
6) 1 receive (66) a RREP MaxSQ=196313, REC=33 ; MOY=32718 accepted 
9) 146 receive (66) a RREP MaxSQ=878272, REC=33 ; MOY=97585 accepted 
2) 111 receive (60) a RREP MaxSQ=207069, REC=33 ; MOY=103534 accepted 
3) 111 receive (67) a RREP MaxSQ=207135, REC=33 ; MOY=69045 accepted 
7) 19 receive (14) a RREP MaxSQ=410, REC=31 ; MOY=58 accepted 
6) 138 receive (58) a RREP MaxSQ=321, REC=30 ; MOY=53 accepted 
2) 66 receive (42) a RREP MaxSQ=195062, REC=30 ; MOY=97531 accepted 
5) 154 receive (51) a RREP MaxSQ=458, REC=30 ; MOY=91 accepted 
1) 1 receive (58) a RREP MaxSQ=60, REC=30 ; MOY=60 accepted 
3) 128 receive (205002) a RREP MaxSQ=414068, REC=104501 ; MOY=138022 accepted 
1) 2 receive (188003) a RREP MaxSQ=209002, REC=104501 ; MOY=209002 accepted 
8) 74 receive (0) a RREP MaxSQ=609, REC=34 ; MOY=76 accepted 
6) 130 receive (25) a RREP MaxSQ=413, REC=34 ; MOY=68 accepted 
6) 107 receive (28) a RREP MaxSQ=691143, REC=33 ; MOY=115190 accepted 
4) 132 receive (43) a RREP MaxSQ=363, REC=34 ; MOY=90 accepted 
6) 143 receive (65) a RREP MaxSQ=445, REC=33 ; MOY=74 accepted 
4) 128 receive (65) a RREP MaxSQ=414135, REC=33 ; MOY=103533 accepted 
1) 35 receive (30) a RREP MaxSQ=68, REC=34 ; MOY=68 accepted 
2) 2 receive (65) a RREP MaxSQ=209069, REC=33 ; MOY=104534 accepted 
7) 143 receive (67) a RREP MaxSQ=513, REC=34 ; MOY=73 accepted 
11) 136 receive (60) a RREP MaxSQ=700, REC=33 ; MOY=63 accepted 
5) 128 receive (67) a RREP MaxSQ=414203, REC=34 ; MOY=82840 accepted 
3) 2 receive (67) a RREP MaxSQ=209137, REC=34 ; MOY=69712 accepted 
12) 136 receive (0) a RREP MaxSQ=210702, REC=105001 ; MOY=17558 refused 
11) 11 receive (0) a RREP MaxSQ=314, REC=30 ; MOY=28 refused 
2) 115 receive (0) a RREP MaxSQ=79, REC=31 ; MOY=39 accepted 
7) 110 receive (36) a RREP MaxSQ=318, REC=31 ; MOY=45 accepted 
5) 132 receive (51) a RREP MaxSQ=426, REC=31 ; MOY=85 accepted 
7) 49 receive (0) a RREP MaxSQ=211386, REC=105501 ; MOY=30198 refused 
12) 81 receive (36) a RREP MaxSQ=832, REC=31 ; MOY=69 accepted 
11) 76 receive (55) a RREP MaxSQ=569, REC=31 ; MOY=51 accepted 
11) 34 receive (58) a RREP MaxSQ=853, REC=31 ; MOY=77 accepted 
12) 76 receive (62) a RREP MaxSQ=632, REC=31 ; MOY=52 accepted 
12) 34 receive (62) a RREP MaxSQ=916, REC=31 ; MOY=76 accepted 
13) 78 receive (30) a RREP MaxSQ=33312, REC=26 ; MOY=2562 accepted 
12) 129 receive (0) a RREP MaxSQ=2238, REC=31 ; MOY=186 accepted 
3) 51 receive (0) a RREP MaxSQ=88, REC=32 ; MOY=29 refused 
1) 3 receive (52) a RREP MaxSQ=53, REC=26 ; MOY=53 accepted 
13) 76 receive (63) a RREP MaxSQ=695, REC=31 ; MOY=53 accepted 
13) 129 receive (63) a RREP MaxSQ=2299, REC=30 ; MOY=176 accepted 
14) 76 receive (63) a RREP MaxSQ=756, REC=30 ; MOY=54 accepted 
8) 110 receive (63) a RREP MaxSQ=379, REC=30 ; MOY=47 accepted 
6) 132 receive (0) a RREP MaxSQ=178428, REC=89001 ; MOY=29738 refused 
6) 27 receive (0) a RREP MaxSQ=426, REC=31 ; MOY=71 accepted 
9) 110 receive (63) a RREP MaxSQ=440, REC=30 ; MOY=48 accepted 
7) 16 receive (12) a RREP MaxSQ=212, REC=32 ; MOY=30 refused 
9) 74 receive (58) a RREP MaxSQ=672, REC=31 ; MOY=74 accepted 
7) 127 receive (0) a RREP MaxSQ=510, REC=31 ; MOY=72 accepted 
1) 1 receive (61) a RREP MaxSQ=63, REC=31 ; MOY=63 accepted 
1) 11 receive (0) a RREP MaxSQ=61, REC=30 ; MOY=61 accepted 
2) 11 receive (61) a RREP MaxSQ=124, REC=31 ; MOY=62 accepted 
11) 83 receive (0) a RREP MaxSQ=213545, REC=106501 ; MOY=19413 refused 
10) 110 receive (63) a RREP MaxSQ=502, REC=31 ; MOY=50 accepted 
3) 144 receive (0) a RREP MaxSQ=125, REC=31 ; MOY=41 accepted 
1) 16 receive (12) a RREP MaxSQ=62, REC=31 ; MOY=62 accepted 
5) 94 receive (30) a RREP MaxSQ=285172, REC=31 ; MOY=57034 accepted 
15) 14 receive (0) a RREP MaxSQ=420, REC=31 ; MOY=28 refused 
6) 94 receive (63) a RREP MaxSQ=285234, REC=31 ; MOY=47539 accepted 
7) 94 receive (63) a RREP MaxSQ=285291, REC=28 ; MOY=40755 accepted 
8) 94 receive (63) a RREP MaxSQ=285354, REC=31 ; MOY=35669 accepted 
9) 94 receive (63) a RREP MaxSQ=285417, REC=31 ; MOY=31713 accepted 
10) 94 receive (63) a RREP MaxSQ=285471, REC=27 ; MOY=28547 accepted 
11) 94 receive (63) a RREP MaxSQ=285532, REC=30 ; MOY=25957 accepted 
12) 94 receive (63) a RREP MaxSQ=285595, REC=31 ; MOY=23799 accepted 
13) 94 receive (63) a RREP MaxSQ=285648, REC=26 ; MOY=21972 accepted 
6) 154 receive (55) a RREP MaxSQ=526, REC=34 ; MOY=87 accepted 
7) 154 receive (68) a RREP MaxSQ=594, REC=34 ; MOY=84 accepted 
10) 146 receive (0) a RREP MaxSQ=1092274, REC=107001 ; MOY=109227 accepted 
1) 74 receive (68) a RREP MaxSQ=68, REC=34 ; MOY=68 accepted 
2) 74 receive (0) a RREP MaxSQ=214070, REC=107001 ; MOY=107035 accepted 
11) 146 receive (67) a RREP MaxSQ=1092342, REC=34 ; MOY=99303 accepted 
3) 74 receive (68) a RREP MaxSQ=214138, REC=34 ; MOY=71379 accepted 
4) 93 receive (0) a RREP MaxSQ=178, REC=34 ; MOY=44 accepted 
7) 107 receive (67) a RREP MaxSQ=691211, REC=34 ; MOY=98744 accepted 
8) 127 receive (64) a RREP MaxSQ=579, REC=34 ; MOY=72 accepted 
4) 111 receive (67) a RREP MaxSQ=207203, REC=34 ; MOY=51800 accepted 
4) 74 receive (68) a RREP MaxSQ=214207, REC=34 ; MOY=53551 accepted 
8) 107 receive (68) a RREP MaxSQ=691278, REC=33 ; MOY=86409 accepted 
1) 136 receive (67) a RREP MaxSQ=68, REC=34 ; MOY=68 accepted 
8) 154 receive (68) a RREP MaxSQ=662, REC=34 ; MOY=82 accepted 
12) 146 receive (68) a RREP MaxSQ=1092410, REC=34 ; MOY=91034 accepted 
5) 111 receive (68) a RREP MaxSQ=207271, REC=34 ; MOY=41454 accepted 
13) 146 receive (68) a RREP MaxSQ=1092478, REC=34 ; MOY=84036 accepted 
2) 136 receive (0) a RREP MaxSQ=215070, REC=107501 ; MOY=107535 accepted 
1) 1 receive (196003) a RREP MaxSQ=215002, REC=107501 ; MOY=215002 accepted 
4) 21 receive (0) a RREP MaxSQ=122204, REC=33 ; MOY=30551 accepted 
4) 55 receive (11) a RREP MaxSQ=237, REC=33 ; MOY=59 accepted 
14) 129 receive (63) a RREP MaxSQ=2365, REC=33 ; MOY=168 accepted 
8) 120 receive (196003) a RREP MaxSQ=982231, REC=108001 ; MOY=122778 accepted 
1) 1 receive (215002) a RREP MaxSQ=216002, REC=108001 ; MOY=216002 accepted 
7) 138 receive (60) a RREP MaxSQ=387, REC=33 ; MOY=55 accepted 
1) 132 receive (63) a RREP MaxSQ=66, REC=33 ; MOY=66 accepted 
9) 154 receive (60) a RREP MaxSQ=728, REC=33 ; MOY=80 accepted 
3) 115 receive (63) a RREP MaxSQ=146, REC=33 ; MOY=48 accepted 
2) 1 receive (64) a RREP MaxSQ=216068, REC=33 ; MOY=108034 accepted 
2) 150 receive (0) a RREP MaxSQ=83, REC=33 ; MOY=41 accepted 
3) 150 receive (67) a RREP MaxSQ=149, REC=33 ; MOY=49 accepted 
8) 88 receive (0) a RREP MaxSQ=248, REC=33 ; MOY=31 refused 
14) 94 receive (63) a RREP MaxSQ=285715, REC=33 ; MOY=20408 accepted 
3) 11 receive (63) a RREP MaxSQ=191, REC=33 ; MOY=63 accepted 
3) 66 receive (60) a RREP MaxSQ=195129, REC=33 ; MOY=65043 accepted 
8) 19 receive (62) a RREP MaxSQ=478, REC=34 ; MOY=59 accepted 
3) 136 receive (215002) a RREP MaxSQ=432072, REC=108501 ; MOY=144024 accepted 
1) 1 receive (216002) a RREP MaxSQ=217002, REC=108501 ; MOY=217002 accepted 
11) 110 receive (63) a RREP MaxSQ=570, REC=34 ; MOY=51 accepted 
15) 94 receive (67) a RREP MaxSQ=285783, REC=34 ; MOY=19052 accepted 
4) 66 receive (67) a RREP MaxSQ=195197, REC=34 ; MOY=48799 accepted 
16) 94 receive (68) a RREP MaxSQ=285850, REC=33 ; MOY=17865 accepted 
9) 120 receive (57) a RREP MaxSQ=982298, REC=33 ; MOY=109144 accepted 
2) 1 receive (67) a RREP MaxSQ=217069, REC=33 ; MOY=108534 accepted 
10) 120 receive (67) a RREP MaxSQ=982366, REC=34 ; MOY=98236 accepted 
3) 1 receive (67) a RREP MaxSQ=217137, REC=34 ; MOY=72379 accepted 
17) 94 receive (68) a RREP MaxSQ=285907, REC=28 ; MOY=16818 accepted 
6) 111 receive (207002) a RREP MaxSQ=425273, REC=109001 ; MOY=70878 refused 
4) 136 receive (68) a RREP MaxSQ=432141, REC=34 ; MOY=108035 accepted 
1) 111 receive (69) a RREP MaxSQ=69, REC=34 ; MOY=69 accepted 
